number,key,question,options
,MOVERURAL_W32,"If you could move to a different community, would you want to","['Stay in a rural area', 'Move to an urban area', 'Move to a suburban area', 'Refused']"
,ETHNCMAJ_W32,"According to the U.S. Census Bureau, in the next 25 to 30 years, African Americans, Latinos, and people of Asian descent will make up a majority of the population. In general, do you think that this is","['Good for the country', 'Bad for the country', 'Neither good nor bad for the country', 'Refused']"
,WHADVANT_W32,"On a different subject how much, if at all, do white people benefit from advantages in society that black people do not have?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
,GAYMARR2_W32,"As you may know, same-sex marriage is now legal in the U.S. Do you think this is a good thing or a bad thing for our society?","['Very good thing', 'Somewhat good thing', 'Somewhat bad thing', 'Very bad thing', 'Refused']"
,CLASS_W32,"If you were asked to use one of these commonly used names for the social classes, which would you say you belong in?","['Upper class', 'Upper-middle class', 'Middle class', 'Lower-middle class', 'Lower class', 'Refused']"
,EAT1_W34,How often do you choose foods to eat because they are healthy and nutritious?,"['All of the time', 'More than half of the time', 'About half of the time', 'Less than half of the time', 'Never', 'Refused']"
,EAT2_W34,How often do you choose foods to eat because they are easy and most convenient?,"['All of the time', 'More than half of the time', 'About half of the time', 'Less than half of the time', 'Never', 'Refused']"
,FUD22_W34,How much of the food you eat is organic?,"['Most of it', 'Some of it', 'Not too much', 'None at all', 'Refused']"
,FUD24_W34,Do you think organic fruits and vegetables are generally,"[""Better for one's health than conventionally grown foods"", ""Worse for one's health than conventionally grown foods"", ""Neither better nor worse for one's health than conventionally grown foods"", 'Refused']"
,EAT5B_W34,"How much health risk, if any, does eating meat from animals that have been given antibiotics or hormones have for the average person over the course of their lifetime?","['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']"
,EAT5C_W34,"How much health risk, if any, does eating food and drinks with artificial coloring have for the average person over the course of their lifetime?","['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']"
,EAT5D_W34,"How much health risk, if any, does eating food and drinks with artificial preservatives have for the average person over the course of their lifetime?","['A great deal of health risk', 'Some health risk', 'Not too much health risk', 'No health risk at all', 'Refused']"
,FUD33B_W34,"Even if you are not sure, which is closer to your views? Do you think foods with genetically modified ingredients are generally","['Better for your health than foods with no genetically modified ingredients', 'Worse for your health than foods with no genetically modified ingredients', 'Neither better nor worse for your health than foods with no genetically modified ingredients', 'Refused']"
,FUD35_W34,"How much do you, personally, care about the issue of genetically modified foods?","['A great deal', 'Some', 'Not too much', 'Not at all', 'Refused']"
,FUD37A_W34,How likely is it that genetically modified foods will lead to more affordably-priced food,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']"
,FUD37B_W34,How likely is it that genetically modified foods will lead to health problems for the population as a whole,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']"
,FUD37C_W34,How likely is it that genetically modified foods will create problems for the environment,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']"
,EVOTHREE_W34,"Which of these statements comes closer to your own views, even if neither is exactly right?","['Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 'Refused']"
,EVOPERS3_W34,Thinking about the development of human life on Earth which statement comes closest to your view?,"['Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc', 'Humans have evolved over time due to processes that were guided or allowed by God or a higher power', 'Humans have existed in their present form since the beginning of time', 'Refused']"
,EVOBIOA_W34,"From what you have heard or read, which of these statements about the development of human life on Earth comes closest to what most biological scientists say?","['Humans have evolved over time due to processes such as natural selection', 'Humans have existed in their present form since the beginning of time', 'Not sure', 'Refused']"
,EVOBIOB_W34,"Even if you are not sure, from what you have heard or read, which of these statements about the development of human life on Earth comes closest to what most biological scientists say?","['Humans have evolved over time due to processes such as natural selection', 'Humans have existed in their present form since the beginning of time', 'Refused']"
,ESSENPOLF1A_W36,"In general, how important, if at all, is it to you for someone in high political office to be honest and ethical?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
,ESSENPOLF1B_W36,"In general, how important, if at all, is it to you for someone in high political office to be compassionate and empathetic?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
,ESSENPOLF1D_W36,"In general, how important, if at all, is it to you for someone in high political office to work well under pressure?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
,ESSENPOLF1G_W36,"In general, how important, if at all, is it to you for someone in high political office to be persuasive?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
,ESSENPOLF1H_W36,"In general, how important, if at all, is it to you for someone in high political office to maintain a tone of civility and respect in politics?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
,ESSENBIZF2E_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to be willing to take risks?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
,ESSENBIZF2J_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to provide guidance or mentorship to young employees?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
